Student_ID,Student_Name,Attendance,Study_Hours_per_Day,Internal_marks,Assignments_Avg,Previous_preformance,Performance
S2255,Sara,87.06,2.2,69.47,81.44,4,AVERAGE
S2256,Emma,62.95,2.8,74.47,61.16,56.9,AVERAGE
S2257,John,67.2,3.1,57.22,69.39,10.5,AT RISK
S2258,Liam,99.52,1.56,79.78,92.83,68,GOOD
S2259,John,68.71,2.16,70.14,86.95,0.8,AT RISK
S2260,Omar,88.04,5.36,60.08,57.73,1.5,AVERAGE
S2261,John,72.64,3.84,89.59,80.39,77.7,GOOD
S2262,Omar,89.67,2.34,83.66,81.43,7.4,AVERAGE
S2263,Omar,88.45,5.72,63.62,54.53,30.5,AVERAGE
S2264,Emma,83.39,4.88,90.86,73.29,95.8,GOOD
S2265,John,92.74,2.82,95.22,63.03,98.5,GOOD
S2266,Omar,96.96,4.82,72.21,73.36,16.1,AVERAGE
S2267,Maria,79,3.98,52.9,88.85,56.1,AVERAGE
S2268,Ahmed,61.87,4.42,94.95,57.91,55.9,AVERAGE
S2269,Sara,69.93,2.6,51.37,56.17,45.2,AVERAGE
S2270,Sara,87.92,2.04,42.91,63.47,92.5,AVERAGE
S2271,Emma,82.54,2.26,59.65,97.61,75.4,AVERAGE
S2272,John,58.89,1.42,83.62,87.39,76.5,AVERAGE
S2273,John,52.56,3.36,95.4,50.97,27,AVERAGE
S2274,Omar,84.15,3.04,78.24,70.05,43.4,AVERAGE
S2275,Liam,62.55,1.02,97.11,62.87,48.7,AVERAGE
S2276,Ali,74.98,5.28,45.54,81.91,29.9,AVERAGE
S2277,Omar,87.34,4.4,43.65,72.96,9.5,AT RISK
S2278,Ahmed,78.13,3.24,76.25,98.22,12.6,AVERAGE
S2279,Maria,54.17,5.84,97.97,60.95,18.1,AVERAGE
S2280,Sara,59.28,5.7,70.16,79.39,20.4,AVERAGE
S2281,Omar,60.97,1.48,43.09,85.01,24.2,AT RISK
S2282,Ali,62.89,4.08,53.27,91.28,25.5,AVERAGE
S2283,Ali,78.27,5.08,54.69,70.35,45.6,AVERAGE
S2284,Omar,75.2,1.86,60.27,84.35,51,AVERAGE
S2285,Emma,60.16,1.64,42.62,65.16,30.9,AT RISK
S2286,Sara,53.38,2.3,94.29,71.77,90.7,GOOD
S2287,Emma,58.57,2.4,70.93,94.78,55.3,AVERAGE
S2288,Maria,99.22,5.82,80.26,97.5,78.7,EXCELLENT
S2289,Ali,73.43,4.9,44.03,85.94,92.4,GOOD
S2290,Ali,93.37,1.3,43.25,68.72,16.3,AT RISK
S2291,Ahmed,92.44,4.94,75.19,91,42.8,GOOD
S2292,Maria,75.58,1.84,93.24,51.29,43.3,AVERAGE
S2293,Ali,85.33,2.78,71.71,55.14,35.4,AVERAGE
S2294,Maria,59.64,2.6,92.67,83.07,0.9,AVERAGE
S2295,Sara,84.42,2.36,88.66,64.56,81.6,GOOD
S2296,John,63.62,2.54,44.55,97.57,11.2,AT RISK
S2297,Ali,91.6,4.78,52.12,71.8,99.5,GOOD
S2298,Ahmed,54.19,2.34,79.46,71.47,77.3,AVERAGE
S2299,Sara,88.66,5,66.61,83.9,58,GOOD
S2300,Omar,55,1.46,57.44,88.38,15.5,AT RISK
S2301,Maria,94.06,3.98,65.12,73.78,51.5,AVERAGE
S2302,Omar,65.21,5.32,66.71,60.7,26.1,AVERAGE
S2303,Emma,82.72,1.4,94.63,88.67,25.2,AVERAGE
S2304,Sara,74.38,4.18,46.21,66.02,83,AVERAGE
S2305,Omar,68.32,3.56,56.78,58.76,38.1,AVERAGE
S2306,Liam,82.27,2.66,72.25,81.58,45.1,AVERAGE
S2307,Liam,97.38,1.5,81.9,54.52,84.3,GOOD
S2308,Ali,52.06,4.38,77.84,98.57,8.8,AVERAGE
S2309,Maria,95.94,2.54,96.5,81.62,59.5,GOOD
S2310,John,80.45,2.7,87.74,99.29,57.8,GOOD
S2311,Sara,90.37,4.58,73.42,66.94,42.5,AVERAGE
S2312,Ali,69.19,5.72,52.88,98.56,83,GOOD
S2313,Ahmed,73.59,2.66,67.05,57.28,94.3,AVERAGE
S2314,Emma,93.44,4.74,81.6,52.03,46.5,AVERAGE
S2315,Maria,70.74,5.78,90.28,51.65,45.6,AVERAGE
S2316,Sara,76.73,1.48,97.58,73.24,50.2,AVERAGE
S2317,Liam,51.01,3.64,76.33,54.15,72.3,AVERAGE
S2318,Sara,57.93,1.06,71.62,75.61,66.8,AVERAGE
S2319,John,82.08,5.12,41.06,66.38,22.3,AVERAGE
S2320,Liam,85.85,2.44,44.33,66.78,6.4,AT RISK
S2321,John,79.13,2.66,49.37,81.78,94.9,AVERAGE
S2322,Ahmed,57.17,4.44,43.29,58.15,26.1,AT RISK
S2323,Emma,72.27,4.94,64.05,88.33,63.9,AVERAGE
S2324,Ahmed,67.75,3,60.21,79.1,82.8,AVERAGE
S2325,Ali,74.78,4.32,78.24,95.75,30,AVERAGE
S2326,Ali,93.52,5.78,72.14,68.24,63.5,GOOD
S2327,Ahmed,88.79,5.44,75.76,99.14,10.8,AVERAGE
S2328,Emma,54.2,4.5,68.32,78.79,97,GOOD
S2329,Ahmed,94.52,5.72,56.66,98.67,5.8,AVERAGE
S2330,Emma,73.59,5.38,97.17,51.35,43.8,AVERAGE
S2331,Emma,87.19,4.64,45.18,86.4,53.7,AVERAGE
S2332,Omar,57,5.58,96.33,90.83,79,GOOD
S2333,Liam,83.54,5.08,58.67,52.66,12.1,AVERAGE
S2334,Maria,61.82,3.52,70.76,78.95,44.1,AVERAGE
S2335,Emma,71.92,3.52,46.53,90.1,30,AVERAGE
S2336,John,50.84,1.04,44.26,78.05,31.2,AT RISK
S2337,Emma,57.58,1.16,65.77,53.19,77.9,AVERAGE
S2338,Emma,54.6,4.74,84.5,84.67,0.5,AVERAGE
S2339,Emma,61.99,3.78,56.16,53.03,74.9,AVERAGE
S2340,Omar,55,4.8,73.74,90.87,81,GOOD
S2341,Liam,84.6,5.74,56.72,52.15,90.1,GOOD
S2342,Omar,51.45,3.26,63.32,56.87,62.7,AVERAGE
S2343,Ali,80.89,1.44,94.39,63.76,33.3,AVERAGE
S2344,Omar,57.04,4.14,91.35,81.67,42.7,AVERAGE
S2345,John,97.26,1.5,70.96,98.82,97,GOOD
S2346,John,96.65,4.1,54.29,55.89,88.1,GOOD
S2347,Omar,61.28,3.64,51.59,57.14,46.4,AVERAGE
S2348,Liam,80.72,4.56,97.25,68.44,94.3,GOOD
S2349,Ahmed,51.4,2.76,52.16,91.81,82.3,AVERAGE
S2350,Maria,96.59,1.72,88.49,73.36,90.1,GOOD
S2351,Liam,76.15,2.18,62.14,66.08,68.3,AVERAGE
S2352,Omar,52.16,4.42,99.14,78.06,85.8,GOOD
S2353,Emma,67.12,3.4,62.09,63.03,89.2,AVERAGE
S2354,Sara,53.84,3.7,61.09,70.06,9.2,AT RISK
S2355,Maria,69.65,2.62,78.25,66.63,96.5,GOOD
S2356,Maria,83.5,5.18,97.69,90.21,33.4,GOOD
S2357,John,73.49,6,98.57,96.21,44,GOOD
S2358,Maria,69.19,2.56,82.43,87.98,79.2,GOOD
S2359,Omar,55.96,4.6,85.28,71.95,66.5,AVERAGE
S2360,Emma,62.25,1.86,73.8,75.22,89.3,AVERAGE
S2361,Emma,55.01,4.72,85.35,56.25,40.1,AVERAGE
S2362,Ali,90.37,3.16,91.59,87.34,37.3,AVERAGE
S2363,Emma,56.76,4.02,69.17,79.82,3.2,AT RISK
S2364,Liam,79.77,2.18,77.19,95.12,46.3,AVERAGE
S2365,Emma,67.14,5.26,72.24,60.03,72.4,AVERAGE
S2366,John,61.3,1.86,73.75,87.99,30.1,AVERAGE
S2367,Emma,81.97,5.64,93.4,84.23,46.3,GOOD
S2368,Ali,72.85,1.3,61.34,63.29,21.9,AT RISK
S2369,Sara,70.01,2.44,52.49,83.37,77.3,AVERAGE
S2370,Omar,79.64,3.82,67.38,96.22,6.1,AVERAGE
S2371,John,74.56,5.3,52.49,95.92,70.5,AVERAGE
S2372,Liam,65.17,3.88,69.9,85.98,37.9,AVERAGE
S2373,Sara,77.95,2.08,94.21,52.4,4.2,AVERAGE
S2374,John,83.47,5.3,77.05,93.61,85.3,GOOD
S2375,Ahmed,51.33,3.98,91.33,82.89,48.8,AVERAGE
S2376,Maria,73.29,2.16,49.97,65.52,59.9,AVERAGE
S2377,Ahmed,52.88,3.8,94.05,59.36,73.2,AVERAGE
S2378,Emma,59.32,4.38,76.11,55.81,65.5,AVERAGE
S2379,Sara,78.03,4.4,41.91,52.51,73.1,AVERAGE
S2380,Emma,93.31,4.62,77.99,87.71,76.2,GOOD
S2381,Maria,94.14,5.48,97.08,61.79,58.9,GOOD
S2382,John,53.5,5.12,44.75,51.21,36.6,AT RISK
S2383,Maria,70.96,4.04,74.95,69.86,24.3,AVERAGE
S2384,Ali,79.15,1.16,94.93,74.13,90.3,GOOD
S2385,Maria,57.35,4.74,40.58,58.46,97,AVERAGE
S2386,Ali,88.27,5.88,77.85,52.2,35.8,AVERAGE
S2387,Maria,87.21,2.52,68.49,59.46,11.2,AVERAGE
S2388,Omar,95.17,4.04,60.82,83.96,22.3,AVERAGE
S2389,Ali,50.42,4.84,77.65,54.11,67.1,AVERAGE
S2390,Sara,60.83,4.2,43.16,77.75,17.3,AT RISK
S2391,Emma,91.36,5.62,85.18,57.32,78,GOOD
S2392,Liam,83.53,3.36,40.27,59.78,92.3,AVERAGE
S2393,Emma,94.72,3.66,58.42,69.65,96.4,GOOD
S2394,Ahmed,52.86,1.2,70.24,55.04,0.9,AT RISK
S2395,Emma,79.85,5.5,62.62,58.66,95.8,GOOD
S2396,John,78.45,2.32,58.45,67.45,74,AVERAGE
S2397,Omar,51.78,5.9,89.85,66.48,8.4,AVERAGE
S2398,Maria,75.68,2.02,96.09,87.46,41.5,AVERAGE
S2399,Ahmed,80.48,2.26,92.42,53.74,70,AVERAGE
S2400,John,59.56,3.42,71.35,93.02,95.7,GOOD
S2401,John,63.67,4.3,93.05,90.81,16.4,AVERAGE
S2402,Ali,82.02,3.2,95.25,88.3,12.8,AVERAGE
S2403,Emma,73.42,2.76,64.55,65.47,47.2,AVERAGE
S2404,Sara,92.9,3.7,57.01,91.14,96.8,GOOD
S2405,Liam,67.12,5.8,45.9,59.14,97.1,AVERAGE
S2406,Sara,63.33,5.8,68.75,56.22,22.8,AVERAGE
S2407,Ahmed,99.24,2.64,96.78,52.25,31.9,AVERAGE
S2408,Omar,95.56,4.4,73.65,96.97,90.8,GOOD
S2409,Sara,51.45,4.6,80.05,65.4,73.5,AVERAGE
S2410,Maria,88.54,4.26,46.77,95.88,97.2,GOOD
S2411,Sara,55.52,1.56,48.61,63.63,89.3,AVERAGE
S2412,Ahmed,51.37,3.7,67.87,95.38,21.5,AVERAGE
S2413,Liam,63.68,4.82,97.08,95.2,76,GOOD
S2414,Sara,63.47,2,61.65,96.18,4.9,AT RISK
S2415,Maria,90.97,2.74,92.65,74.81,81.8,GOOD
S2416,Ali,85.53,2.02,47.22,93.3,60.2,AVERAGE
S2417,Omar,99.08,5.44,77.02,97.54,95.6,EXCELLENT
S2418,Ahmed,85.58,5.3,76.04,66.23,96,GOOD
S2419,Ali,70.91,1.84,91.59,70.94,5.1,AVERAGE
S2420,Ali,84.95,4.8,40.2,85.96,16.1,AVERAGE
S2421,Ali,99.97,2.82,51.4,65.02,48.4,AVERAGE
S2422,John,85.51,4.44,53.18,87.69,87.9,GOOD
S2423,Omar,88.08,3.46,97,53.69,81.4,GOOD
S2424,Liam,96.92,3.36,49.22,76.17,96.4,GOOD
S2425,Emma,55.68,5.4,42.22,56.12,61.8,AVERAGE
S2426,Omar,85.24,4.18,72.07,64.67,25.7,AVERAGE
S2427,John,92.54,2.18,71.71,62.93,2.5,AVERAGE
S2428,Emma,97.72,1.56,90.64,91.95,22.3,AVERAGE
S2429,Omar,60.55,5.66,96.93,59.68,67.5,GOOD
S2430,Ali,75.2,1.76,72.31,90.42,92.6,GOOD
S2431,Ahmed,84.03,4.68,95.8,89.7,32.1,GOOD
S2432,Emma,62.37,3.48,83.51,74.94,87.6,GOOD
S2433,Maria,80.02,1.7,55.87,61.69,39.5,AVERAGE
S2434,Maria,62.88,4.88,95.71,61.34,30.8,AVERAGE
S2435,Sara,66.67,5.52,80.05,73.25,50.9,AVERAGE
S2436,Emma,72.08,1.6,64.85,50.44,44.2,AVERAGE
S2437,Ahmed,76.46,1.34,80.81,76.57,91.4,GOOD
S2438,Liam,72.47,5.24,64.08,97.64,46.8,AVERAGE
S2439,John,74.66,3.5,46.85,57.74,27.7,AT RISK
S2440,Ali,64.93,4.38,83.14,78.67,84.3,GOOD
S2441,Sara,57.95,3.2,89.45,98.09,99.9,GOOD
S2442,Maria,52.37,3.06,83.73,93.03,64.8,AVERAGE
S2443,John,59.8,2.5,53.75,92.52,25,AVERAGE
S2444,John,79.1,3.82,97.4,91.09,23.9,AVERAGE
S2445,Ali,89.31,1.8,41.52,65.45,5.8,AT RISK
S2446,Liam,58.46,4.58,59.96,94.53,7.7,AVERAGE
S2447,Liam,55.43,3.74,55.61,97.07,91.5,AVERAGE
S2448,Emma,87.46,5.24,42.89,74.79,9.6,AVERAGE
S2449,Maria,65.26,5.6,64.34,67.73,48.4,AVERAGE
S2450,Liam,97.57,5.5,77.39,70.71,69.8,GOOD
S2451,Ahmed,85.72,4,92.95,66.71,85,GOOD
S2452,Liam,66.34,2.6,99.38,60.62,17.1,AVERAGE
S2453,John,64.48,2.78,88.49,80.92,43.8,AVERAGE
S2454,Ali,76.18,4.26,68.12,78.13,25.1,AVERAGE
S2455,Ahmed,53.96,4.56,83.42,73.13,25.6,AVERAGE
S2456,Emma,55.88,1.8,90.62,54.79,30.4,AVERAGE
S2457,Maria,58.79,5.98,67.92,89.84,58.7,AVERAGE
S2458,Emma,88.74,1.54,87.1,58.75,1.7,AVERAGE
S2459,John,75.69,4.04,68.96,55.73,40.9,AVERAGE
S2460,Ahmed,50.53,3.66,63.19,81.15,18.7,AT RISK
S2461,Ahmed,83.68,3.96,71.57,69.93,96.7,GOOD
S2462,Ahmed,71.18,3.66,80.55,52.99,58.3,AVERAGE
S2463,John,75.54,1.28,83.61,67.78,86.8,GOOD
S2464,John,60.71,5.98,61.4,88.59,19.6,AVERAGE
S2465,Emma,77.59,5.9,74.28,80.76,81,GOOD
S2466,Sara,98.96,3.62,94.59,68.14,41.5,GOOD
S2467,Emma,53.67,2.04,98.58,59.59,17.8,AVERAGE
S2468,Maria,64.2,1.92,53.63,81.59,76.1,AVERAGE
S2469,Ali,62.15,1.28,51.57,94.38,76.2,AVERAGE
S2470,Ahmed,62.43,4.06,80.6,82.31,99.6,GOOD
S2471,Sara,68.94,3.4,64.88,90.65,78.1,AVERAGE
S2472,Ali,90.91,3.08,41.45,76.08,14.5,AT RISK
S2473,Sara,95.64,3.62,60.81,85.9,32.3,AVERAGE
S2474,Liam,60.11,5.36,88.4,94.81,45.2,AVERAGE
S2475,Liam,77.15,1.36,87.85,88.66,12.7,AVERAGE
S2476,Omar,81.84,3.72,69.68,95.49,78.8,GOOD
S2477,Liam,76.09,4.5,68.35,71.56,52.7,AVERAGE
S2478,Emma,71.7,5.86,74.77,95.21,94.4,GOOD
S2479,Liam,59.6,4.7,53.16,81.08,58.9,AVERAGE
S2480,John,74.41,3.74,71.56,93.5,52.3,AVERAGE
S2481,Ahmed,70.06,4.84,40.66,51.97,7.1,AT RISK
S2482,Emma,89.78,5.98,68.53,82.89,14.9,AVERAGE
S2483,Ali,88.18,5.44,60.16,92.4,85,GOOD
S2484,Omar,56.7,1.44,80.49,58.71,99.1,AVERAGE
S2485,Omar,54.43,3.88,78.3,83.09,41.5,AVERAGE
S2486,Omar,95.41,4.94,62.85,91.25,81,GOOD
S2487,Ali,76.78,4.36,40.44,64.4,62.8,AVERAGE
S2488,Ali,92.89,3.08,55.14,70.26,95.9,GOOD
S2489,Ali,52.91,2.62,78,78.48,23.8,AVERAGE
S2490,Ali,76.33,4.14,44.34,75.96,54.5,AVERAGE
S2491,Omar,76.97,3.06,46.46,51.96,40.9,AVERAGE
S2492,Omar,93.04,2.96,78.82,54.93,54.2,AVERAGE
S2493,Sara,54.88,5.18,85.35,55.02,26.9,AVERAGE
S2494,Emma,62.02,2.58,59.29,63.11,49.8,AVERAGE
S2495,Ahmed,70.33,4.22,69.38,62.29,62.5,AVERAGE
S2496,Liam,93.29,5.36,96.74,87.11,8.1,AVERAGE
S2497,Liam,96.94,4.1,96.73,78.64,74.3,GOOD
S2498,John,99.64,3.46,58.45,88.2,70.7,GOOD
S2499,Omar,97.96,1.18,88.6,53.49,88,GOOD
S2500,John,50.3,4.4,75.64,74.26,42.6,AVERAGE
S2501,Emma,52.39,5.98,98.53,66.19,6.2,AVERAGE
S2502,Emma,57.38,5.04,68.66,92.5,46.1,AVERAGE
S2503,John,67.44,4.18,86.48,85.39,13.8,AVERAGE
S2504,Omar,91.5,3.34,86.09,93.46,64.7,GOOD
S2505,John,94.63,2.12,69.85,52.32,4.7,AT RISK
S2506,Liam,59.34,4.46,87.74,86.04,37.4,AVERAGE
S2507,Sara,80.98,1.88,55.66,77,8.3,AT RISK
S2508,Liam,95.87,5.44,47.34,91.25,0.3,AVERAGE
S2509,Maria,73.19,2.76,65.51,75.36,96.1,GOOD
S2510,Omar,55.18,3,96.62,77.01,99.6,GOOD
S2511,Omar,72.89,2.08,70.04,52.59,55.6,AVERAGE
S2512,Ahmed,68.79,3.4,78.12,83.43,23.9,AVERAGE
S2513,Ali,78.88,4.4,77.45,63.66,91.1,GOOD
S2514,Maria,71.93,2.52,47.95,50.98,92.3,AVERAGE
S2515,Emma,50.87,4.5,63.42,53.32,85.5,AVERAGE
S2516,Omar,99.7,4.1,82.42,97.86,54.4,GOOD
S2517,John,77.18,2.86,98.32,67.3,7.5,AVERAGE
S2518,Maria,73.68,2.56,50.08,93.4,8.8,AT RISK
S2519,Ahmed,97.73,5.3,64.63,97.98,89.7,GOOD
S2520,Emma,57.79,1.06,45.71,97.16,87.6,AVERAGE
S2521,Ali,59.46,4.58,54.54,94.09,43.4,AVERAGE
S2522,Ali,90.4,3.08,62.61,94.74,32.8,AVERAGE
S2523,Ahmed,63.04,4.58,72.44,64.45,64.4,AVERAGE
S2524,Ahmed,89.96,3.54,53.83,57.57,80.7,AVERAGE
S2525,John,63.58,1.42,53.65,81.96,73.2,AVERAGE
S2526,Omar,51.66,5.92,86.67,74.41,61.6,AVERAGE
S2527,Ali,75.85,1.44,97.76,54.94,23.2,AVERAGE
S2528,Emma,59.83,1.8,59.42,83.88,26.3,AT RISK
S2529,Maria,87.89,3.1,81.28,78.14,72.4,GOOD
S2530,Emma,82.06,5.72,55.48,93.15,80.3,GOOD
S2531,Sara,96.18,2.46,95.68,80.46,11.6,AVERAGE
S2532,Sara,89.15,3.84,80.37,78.7,18.7,AVERAGE
S2533,Ahmed,59.04,3.6,88.16,72.04,68,AVERAGE
S2534,John,90.01,2.66,42.96,73.14,38.9,AVERAGE
S2535,Sara,82.09,4.48,75.91,97.72,56.3,GOOD
S2536,Ali,83.45,3.5,71.66,56.92,61.5,AVERAGE
S2537,Emma,91.61,3.9,57.58,72.31,77.6,GOOD
S2538,Emma,78.69,2.06,55.75,82.79,80.6,AVERAGE
S2539,Ahmed,73.3,5.64,74.8,71.65,28,AVERAGE
S2540,Omar,81.83,1.56,82.39,64.16,54.1,AVERAGE
S2541,Omar,64.9,4.46,41.99,64.37,12.4,AT RISK
S2542,Maria,59.13,5.42,74.04,61.68,84.2,GOOD
S2543,Ahmed,80.83,1.42,50.23,67.2,84.5,AVERAGE
S2544,Liam,61.69,1.14,48.42,93.58,30,AT RISK
S2545,Maria,54,2.66,77.39,75.26,16.1,AVERAGE
S2546,Liam,50.03,4.94,58.65,62.01,7,AT RISK
S2547,Omar,80.42,4.58,66.45,69.23,57.5,AVERAGE
S2548,Ahmed,68.11,5.12,61.6,55.29,9.1,AT RISK
S2549,Liam,87.62,2.98,78.9,95.2,68.1,GOOD
S2550,Ahmed,68.76,5.96,68.21,70.41,67.8,AVERAGE
S2551,Ahmed,74.3,2.84,97.81,99.02,61.4,GOOD
S2552,Omar,70.35,5.02,61.14,67.38,87.7,GOOD
S2553,Maria,82.53,2.76,84.42,91.82,37.8,AVERAGE
S2554,Maria,67.81,2.1,55.44,62.82,90.2,AVERAGE
S2555,Ahmed,98.19,2.68,70.53,53.81,3.7,AVERAGE
S2556,Sara,96.81,1.96,73.15,51.59,11.3,AVERAGE
S2557,John,92.4,1.64,59.75,80.31,41.2,AVERAGE
S2558,Omar,96.02,2.82,68.31,65.58,59.4,AVERAGE
S2559,John,72.46,1.74,56.76,72.18,3.2,AT RISK
S2560,John,76.82,3.52,40.36,90.93,56.7,AVERAGE
S2561,Maria,87.1,1.18,52.94,62.41,30.7,AT RISK
S2562,Maria,84.81,3.16,82,65.43,88.7,GOOD
S2563,Sara,94.53,5.8,86.26,92.27,53.3,GOOD
S2564,John,85.82,2.8,56.81,74.64,58.8,AVERAGE
S2565,John,99.89,1.68,64.48,91.38,94.6,GOOD
S2566,Ahmed,67.43,2.52,42.24,68.72,76.4,AVERAGE
S2567,Maria,91.65,4.96,54.22,69.92,43.8,AVERAGE
S2568,John,84.88,2.56,86.75,58.36,47.7,AVERAGE
S2569,Emma,84.57,2.92,76.36,95.82,64.8,GOOD
S2570,Sara,66.29,4.94,52.35,94.84,20,AVERAGE
S2571,Liam,89.28,2.3,55.45,99.21,8.9,AVERAGE
S2572,Emma,95.02,3.4,89.01,70.12,31.1,AVERAGE
S2573,Emma,60.93,1.32,52.55,90.93,77.8,AVERAGE
S2574,Liam,81.27,1.88,60.05,70.75,25.7,AVERAGE
S2575,Omar,69.61,2.04,79.86,72.71,13.1,AVERAGE
S2576,Omar,99.48,3.32,73.67,91.5,21.9,AVERAGE
S2577,Sara,73.94,5.1,67.65,58.87,67.9,AVERAGE
S2578,Emma,61.42,2.78,93.98,61.02,61.4,AVERAGE
S2579,John,69.09,2.9,53.18,65.74,68.8,AVERAGE
S2580,Maria,82.69,2.5,84.49,89.41,32.2,AVERAGE
S2581,Sara,53.8,2.6,49.54,68.63,90.1,AVERAGE
S2582,Ahmed,80.18,3.02,76.94,67.91,45.2,AVERAGE
S2583,Liam,96.56,5.5,92.24,99.94,51.4,GOOD
S2584,Emma,92.52,1.12,67.47,69.19,94.9,GOOD
S2585,Sara,53.38,4.12,83.46,62.39,97.9,GOOD
S2586,Ali,99.67,5.44,89.22,81.16,66.2,GOOD
S2587,Ali,84.94,3.08,48.16,90.09,94.5,GOOD
S2588,Omar,58.11,4.26,82.35,53.48,54.2,AVERAGE
S2589,Liam,50.62,3.92,95.19,80.94,30.7,AVERAGE
S2590,Maria,58.56,2.7,74.58,51.79,31.5,AVERAGE
S2591,John,91.91,1.68,51.17,76.32,55.9,AVERAGE
S2592,Maria,51.08,2.1,47.62,62.85,60.5,AVERAGE
S2593,Maria,61.66,1.28,55.58,65.33,44,AT RISK
S2594,Maria,87.87,4.82,46.21,73.35,88.4,GOOD
S2595,Liam,79.31,3.66,70.8,96.36,42.7,AVERAGE
S2596,Maria,89.14,4.92,44.18,85.53,27.3,AVERAGE
S2597,Ahmed,87.31,2.46,53.4,96.84,0.8,AVERAGE
S2598,Liam,52.53,5.02,66.39,83,97.1,GOOD
S2599,Ahmed,94.63,2.54,68.43,50.36,82.4,AVERAGE
S2600,Liam,61.35,1.6,73.92,63.28,61.6,AVERAGE
S2601,Omar,77.67,3.66,82.34,95.29,83.1,GOOD
S2602,Sara,82.21,5.72,42.83,82.17,81,GOOD
S2603,Ali,58.43,3.08,44.84,99.08,93.2,AVERAGE
S2604,Maria,98.81,3.58,43.65,57.8,38.6,AVERAGE
S2605,Omar,74.41,3.26,65.39,64.84,55.5,AVERAGE
S2606,Sara,52.88,3.28,42.51,68.12,9.9,AT RISK
S2607,Ali,96.86,2.08,84.76,66.33,96.5,GOOD
S2608,Emma,79.31,3.12,53.38,62.6,98.5,AVERAGE
S2609,John,84.96,3.48,96.35,72.17,78.9,GOOD
S2610,Ahmed,76.26,4.72,69.18,82.11,45.4,AVERAGE
S2611,Emma,91.74,1.7,66.78,65.56,49.7,AVERAGE
S2612,Liam,51.66,3.86,86.83,53.98,43.5,AVERAGE
S2613,Ali,63.42,4.32,82.79,85.43,29.3,AVERAGE
S2614,Emma,73.48,2.92,76.44,72.95,52.8,AVERAGE
S2615,John,53.83,3.74,96.11,77.82,5.3,AVERAGE
S2616,Omar,85.3,4.56,65.34,72.77,99.2,GOOD
S2617,Ali,69.68,3.32,88.51,94.52,42.4,AVERAGE
S2618,Emma,63.63,2.66,62.81,77.94,92.7,AVERAGE
S2619,Ahmed,50.17,5.12,90.3,96.16,72.4,GOOD
S2620,Ahmed,85.99,5.94,55.57,75.53,29,AVERAGE
S2621,Sara,91.69,2.08,57.36,64.63,22.2,AVERAGE
S2622,Emma,69.75,5.44,80.67,67.77,99.6,GOOD
S2623,Maria,78.21,3.72,52.76,76.11,77.2,AVERAGE
S2624,Emma,61.38,3.24,53.75,76.5,25,AT RISK
S2625,Omar,81.11,5.46,58.32,84.37,6.7,AVERAGE
S2626,Ali,50.61,5.56,80.74,61.22,69.7,AVERAGE
S2627,Ali,74.43,2.36,93.36,82.94,30.3,AVERAGE
S2628,Omar,82.21,2.8,80.47,88.93,22.1,AVERAGE
S2629,Emma,95.91,5.26,89.67,83.83,73.5,GOOD
S2630,Omar,69.07,3.46,72.61,74.09,67.9,AVERAGE
S2631,John,88.26,2.44,44.14,99.58,48.1,AVERAGE
S2632,Liam,79.88,5.82,46.03,70.24,94.3,GOOD
S2633,Omar,96.35,2.08,73.26,55.33,68,AVERAGE
S2634,Ahmed,69.92,4.06,59.67,91.08,89.3,GOOD
S2635,Omar,65.95,3.14,53.23,60.61,19.1,AT RISK
S2636,Ali,94.36,3.26,67.98,85.66,29.7,AVERAGE
S2637,Ahmed,52.46,1.52,79.99,58.95,10.5,AT RISK
S2638,Ali,56.82,2.28,63.1,50.84,30.5,AT RISK
S2639,Sara,54.12,1.84,88.15,57.99,97.2,AVERAGE
S2640,Maria,92.16,4.74,84.31,68.85,96.3,GOOD
S2641,Ali,50.53,4.48,84.09,55.33,76,AVERAGE
S2642,Ahmed,93.08,4.98,99.11,59.88,52.1,GOOD
S2643,Sara,72.56,4.5,57.71,88.23,78.1,GOOD
S2644,Ali,50.2,1.64,78.68,88.49,55.3,AVERAGE
S2645,John,70.08,5.9,91.33,90.87,0.4,AVERAGE
S2646,Omar,59.34,1.94,74.77,92.06,50.2,AVERAGE
S2647,Maria,81.22,2.76,87.37,71.02,59.9,AVERAGE
S2648,Ali,83.97,4.54,64.87,93.38,26.6,AVERAGE
S2649,Sara,74.38,1.7,75.43,76.3,20.3,AVERAGE
S2650,John,52.03,1.86,43.34,73.53,27.4,AT RISK
S2651,Emma,82.81,5.38,99.15,85.93,62.4,GOOD
S2652,Sara,92.1,2.66,88,60.69,14.6,AVERAGE
S2653,Omar,86.02,4.32,92.13,89.47,72,GOOD
S2654,Sara,91.5,5.3,81.66,71.47,42.3,AVERAGE
S2655,John,60.03,5.86,51.16,56.36,35.3,AVERAGE
S2656,Sara,94.44,2.06,41.86,55.97,80.7,AVERAGE
S2657,John,66.11,1.62,91.88,58.25,50.6,AVERAGE
S2658,Ali,50.67,4.7,63.78,94.53,37.8,AVERAGE
S2659,Liam,92.17,1.94,55.83,99.55,87.8,GOOD
S2660,John,97.09,3.9,73.7,67.85,36.8,AVERAGE
S2661,John,82.78,3.66,65.25,64.61,85.9,GOOD
S2662,Maria,61.57,3.8,79.1,60.94,50.4,AVERAGE
S2663,John,62.59,4.24,69.03,91.19,20.8,AVERAGE
