Student_ID,Student_Name,Attendance,Study_Hours_per_Day,Internal_marks,Assignments_Avg,Previous_preformance,Performance
S3493,Zoya,94.38,3.37,96.54,48,56.93,GOOD
S3494,Pranav,80.26,2.47,55.31,67.87,97.56,AVERAGE
S3495,Diya,76.34,5.08,90.1,75.53,31.37,GOOD
S3496,Nithin,57.98,3.24,93.81,86.07,43.61,GOOD
S3497,Sahana,95.72,1.27,84.15,46.87,99.42,GOOD
S3498,Abhinav,77.83,3.19,52.88,89.44,14.44,AVERAGE
S3499,Surya,50.3,1.5,55.62,91.03,57.36,AVERAGE
S3500,Harini,50.91,1.74,98.27,87.61,37.03,AVERAGE
S3501,Ananya,88.88,1.68,44.55,96.24,4.61,AVERAGE
S3502,Madhavan,58.1,4.96,47.03,92.33,76.08,AVERAGE
S3503,Arjun,79.94,3.15,98.71,86.08,19.88,GOOD
S3504,Akash,84.05,1,86.61,74.76,89.21,GOOD
S3505,Arnav,63.97,3.56,84.78,88.52,41.78,GOOD
S3506,Riya,78.47,2.01,49.61,98.52,14.46,AVERAGE
S3507,Zoya,62.01,4.59,69.34,78.24,24.6,AVERAGE
S3508,Pooja,97.32,5.71,90.45,54.56,83.29,GOOD
S3509,Aryan,93.01,1.85,59.73,54.87,37.39,AVERAGE
S3510,Dev,64.4,2.38,51.57,87.76,25.63,AVERAGE
S3511,Ramya,76.44,4.56,40.66,99.37,24.89,AVERAGE
S3512,Yogesh,75.03,4.16,77.35,52.62,58.32,AVERAGE
S3513,Madhavan,98,5.14,57.63,98.21,25.68,GOOD
S3514,Arjun,69.7,4.25,91.82,56.1,93.53,GOOD
S3515,Pavithra,78.11,1.95,57.01,64.77,4.94,AVERAGE
S3516,Harini,96.44,5.18,49.09,94.49,15.59,AVERAGE
S3517,Srinivas,58.14,1.8,97.63,97.71,42.9,GOOD
S3518,Avinash,77.52,1.42,97.89,74.02,20.83,AVERAGE
S3519,Gayathri,55.28,5.7,81.1,97.01,77.86,GOOD
S3520,Rakesh,80.87,3.92,95.7,90.55,91.65,EXCELLENT
S3521,Aditya,68.28,2.66,49.71,91.98,60.02,AVERAGE
S3522,Diya,98.38,2.28,67.62,92.09,85.4,GOOD
S3523,Pooja,70.77,1.42,52.25,63.17,80.06,AVERAGE
S3524,Akshara,56.81,3.8,68.73,41.84,15.86,AVERAGE
S3525,Lakshmi,91.7,5.35,87.47,49.88,7.81,AVERAGE
S3526,Rohan,91.04,4.4,90.7,44.47,62.9,GOOD
S3527,Vasanth,84.74,4.81,40.25,54.54,98.25,AVERAGE
S3528,Amrita,87.44,3.99,63.37,43.32,83.19,AVERAGE
S3529,Vignesh,63.24,1.05,99.64,56.62,61.63,AVERAGE
S3530,Shivani,82.1,3.23,75.36,75.34,11.09,AVERAGE
S3531,Nithin,51.9,1.18,57.77,48.46,77.97,AVERAGE
S3532,Surya,59.84,1.41,63.34,58.94,68.3,AVERAGE
S3533,Deepak,96.61,1.88,59.35,53.45,93.39,AVERAGE
S3534,Nithin,86.96,5.45,66.86,45.71,70.94,GOOD
S3535,Anusha,61.53,2.08,66.67,80.57,10.35,AVERAGE
S3536,Lakshmi,55.57,3.26,70.41,93.58,60.92,AVERAGE
S3537,Sanjay,97.45,5.38,67.87,82.96,40.38,GOOD
S3538,Swathi,55.61,4.39,70.97,81.05,42.14,AVERAGE
S3539,Sanjay,62.85,1.66,41.68,98.98,63.3,AVERAGE
S3540,Karthik,59.13,3.31,43.27,83.88,89.97,AVERAGE
S3541,Anusha,50.37,4.85,62.27,42.83,75.98,AVERAGE
S3542,Vidya,65.71,3.22,93.1,53.09,2.23,AVERAGE
S3543,Neha,98.71,2.09,87.45,78.25,14.7,GOOD
S3544,Nithin,67.1,4.22,46.61,78.34,36.32,AVERAGE
S3545,Nikhil,75.22,3.04,69.69,89.96,68.47,GOOD
S3546,Muthu,87.3,3.57,76.28,49.53,63.42,GOOD
S3547,Vijay,77.55,1.62,68.87,98.87,50.37,GOOD
S3548,Sakshi,87.18,5.53,81.85,70.98,43.01,GOOD
S3549,Aryan,83.08,5.61,99.84,95.22,78.96,EXCELLENT
S3550,Bharath,80.43,2.52,45.79,71.76,9.57,AVERAGE
S3551,Lakshmi,82.48,2.46,70.93,51.21,59.5,AVERAGE
S3552,Dhanush,89.96,1.85,70.74,61.06,80.85,GOOD
S3553,Dev,85.51,3.93,73.74,53.27,27.24,AVERAGE
S3554,Darshan,89.59,2,50.02,55.85,20.23,AVERAGE
S3555,Arjun,57.28,4.07,78.3,93.42,67.35,GOOD
S3556,Muthu,83.88,5.73,42.66,62.64,17.56,AVERAGE
S3557,Ravi,86.85,1.9,84.47,50.96,48.82,AVERAGE
S3558,Abhinav,65,2.13,79.79,61.87,92.28,AVERAGE
S3559,Vijay,93.73,1.46,59.83,77.04,6.07,AVERAGE
S3560,Vignesh,65.24,2.57,99.34,52.05,90.91,GOOD
S3561,Mohan,62.19,5.41,89.73,43.06,19.04,AVERAGE
S3562,Charan,93.35,1.08,72.37,92.33,48.23,GOOD
S3563,Pooja,62.35,4.18,99.43,54.35,13.22,AVERAGE
S3564,Rahul,70.78,2.92,89.81,96.18,70.99,GOOD
S3565,Rahul,68.4,2.59,48.28,42.83,99.78,AVERAGE
S3566,Nithin,94.9,1.86,75.46,79.05,30.21,AVERAGE
S3567,Anirudh,72.76,5.16,74.85,79.91,92.47,GOOD
S3568,Naveen,84.72,5.11,79.18,49.36,73,GOOD
S3569,Surya,89.7,1.2,96.45,79.91,96.54,GOOD
S3570,Nithin,81.4,3.88,69.52,63.26,67.18,GOOD
S3571,Varsha,97.18,3.07,44.64,62.91,68.2,AVERAGE
S3572,Kavin,90.13,1.03,68.76,92.65,94.37,GOOD
S3573,Nikhil,70.01,2.53,87.27,97.14,72.74,GOOD
S3574,Malar,97.54,1.94,61.52,50.21,84.75,AVERAGE
S3575,Lakshmi,76.23,4.82,41.63,81.05,28.46,AVERAGE
S3576,Jatin,51.13,3.24,58.19,49.28,16.89,AT RISK
S3577,Riya,63,4.99,80.93,42.1,64.01,AVERAGE
S3578,Yogesh,81.09,5.84,45.16,48.97,25.26,AVERAGE
S3579,Vedant,57.84,3.01,62.56,78.08,42.98,AVERAGE
S3580,Neha,79.2,3.78,47.99,83.59,85.56,GOOD
S3581,Rohan,68.08,5.86,68.56,70.42,63.11,GOOD
S3582,Kavya,76.72,1.83,48.49,97.1,94.39,GOOD
S3583,Bharath,50.09,1.27,46.54,85.85,35.47,AVERAGE
S3584,Mohan,92.42,3.35,81.87,49.7,28.06,AVERAGE
S3585,Varun,68.1,3.44,49.48,52.48,21.37,AVERAGE
S3586,Nandini,57.01,5.65,49.29,75.76,97.64,AVERAGE
S3587,Lakshmi,71.9,3.28,75.55,60,42.96,AVERAGE
S3588,Anusha,74.31,3.22,42.62,40.05,92.01,AVERAGE
S3589,Meera,81.87,3.49,41.98,41.46,34.49,AVERAGE
S3590,Aman,76.23,3.23,65.89,64.49,28.77,AVERAGE
S3591,Naveen,52.18,5.49,61.91,71.42,77.08,AVERAGE
S3592,Swathi,93.58,4.09,72.68,79.2,61.81,GOOD
S3593,Ananya,72.83,4.98,99.61,85.79,52.47,GOOD
S3594,Keerthi,53.85,1.77,66.08,98.13,44.02,AVERAGE
S3595,Chetan,88.64,5.38,74.56,90.33,46.64,GOOD
S3596,Shreya,83.01,5.85,95.15,61.36,83.44,GOOD
S3597,Jeeva,82.47,5.78,68.99,72.08,15.31,AVERAGE
S3598,Yogesh,71.35,5.91,86.87,52.96,5.1,AVERAGE
S3599,Neha,70.52,4.49,72.92,98.13,0.59,AVERAGE
S3600,Ravi,76.82,4.36,78.23,72.13,49.5,GOOD
S3601,Dhanush,52.53,1.34,95.95,54.98,81.8,AVERAGE
S3602,Monisha,64.95,2.41,40.04,83.44,67.1,AVERAGE
S3603,Vedant,99.39,4.94,94.06,69.27,99.04,EXCELLENT
S3604,Madhavan,83.11,2.81,69.86,99.8,61,GOOD
S3605,Madhavan,70.95,4.1,76.41,44.48,50.91,AVERAGE
S3606,Swathi,61.12,3.93,67,60.13,58.16,AVERAGE
S3607,Ishaan,87.26,3.9,55.66,96.51,88.22,GOOD
S3608,Srinivas,63.01,2.85,43.96,67.67,1.46,AT RISK
S3609,Pradeep,58.12,5.42,96.71,58.71,46.65,GOOD
S3610,Anusha,57.73,2.24,77.43,76.29,41.12,AVERAGE
S3611,Surya,86.46,4.85,92.41,79.87,95.33,EXCELLENT
S3612,Deepika,82.14,1.13,57.45,45.57,18.73,AVERAGE
S3613,Vikram,53.49,5.19,56.68,55.56,2.55,AVERAGE
S3614,Arjun,55.75,4.79,60.15,58.54,63.17,AVERAGE
S3615,Charan,81.69,5.89,53.86,54.75,62.5,AVERAGE
S3616,Gayathri,78.56,1.6,69.88,62.97,31.93,AVERAGE
S3617,Akash,84.3,5.02,96.17,60.08,53.98,GOOD
S3618,Bharath,58.9,2.55,92.56,83.89,59.67,GOOD
S3619,Vasanth,86.33,2.24,69.71,75.94,35.3,AVERAGE
S3620,Rajesh,96.8,2.03,60.93,65.75,42.05,AVERAGE
S3621,Nikhil,80.05,4.59,76.7,52,14.18,AVERAGE
S3622,Arjun,59.81,5.71,76.74,65.24,77.1,GOOD
S3623,Surya,83.98,4.26,81.03,50.83,38.92,AVERAGE
S3624,Surya,67.15,2.33,72.14,97.13,64.55,GOOD
S3625,Vignesh,52.46,3,41.61,50.43,42.66,AT RISK
S3626,Anusha,65.12,2.21,44.56,91.52,16.23,AVERAGE
S3627,Aarav,95.28,1.35,98.43,76.93,70.06,GOOD
S3628,Zoya,70.56,4.84,84.77,88.65,41.73,GOOD
S3629,Abhinav,93.23,1.52,96.89,93.31,18.54,GOOD
S3630,Varsha,75.43,4.25,60.37,88.24,93.35,GOOD
S3631,Ganesh,75.85,3.14,72.1,75.36,89.33,GOOD
S3632,Shivani,50.26,1.36,59.32,56.02,72.72,AVERAGE
S3633,Vedant,81.86,2.51,94.54,79.6,57.61,GOOD
S3634,Amrita,55.39,1.38,57.26,40.29,62.52,AVERAGE
S3635,Aarohi,73.94,4.15,81.63,62.65,36.02,AVERAGE
S3636,Manish,63.02,4.34,50.5,91.48,26.3,AVERAGE
S3637,Kishore,69.62,5.47,46.32,74.83,59.21,AVERAGE
S3638,Bhavya,76.85,2.43,49.34,55.64,74,AVERAGE
S3639,Ramya,50.72,1.88,71.77,93.53,49.51,AVERAGE
S3640,Gaurav,64.23,3.37,90.67,40.92,89.55,GOOD
S3641,Sanjay,99.48,5.07,99.96,92.98,38.84,EXCELLENT
S3642,Diya,52.87,3.83,77.36,85.57,37.65,AVERAGE
S3643,Rohan,65.97,5.72,72.02,48.78,42.55,AVERAGE
S3644,Riya,66.07,1.44,87.21,43.77,70.42,AVERAGE
S3645,Aarav,68.97,4.6,43.82,97.07,2.75,AVERAGE
S3646,Vedant,84.24,4.32,88.56,44.02,35.38,AVERAGE
S3647,Monisha,62.39,2.22,85.5,98.43,74.29,GOOD
S3648,Varsha,73.01,2.04,71.77,65.24,55.48,AVERAGE
S3649,Manish,82.24,2.91,41.38,61.21,30.99,AVERAGE
S3650,Sahana,66.12,2.61,52.13,79,65.67,AVERAGE
S3651,Reshma,97.44,2.67,62.18,69.76,90.11,GOOD
S3652,Darshan,98.98,4.61,96.47,63.4,50.51,GOOD
S3653,Naveen,55.98,1.45,78.31,78.41,73.92,AVERAGE
S3654,Ramya,67.19,4.74,70.61,61,19.84,AVERAGE
S3655,Vedant,60.4,3.5,69.31,42.06,47.3,AVERAGE
S3656,Akash,59.34,1.87,86.8,89.48,29.13,AVERAGE
S3657,Jatin,74.55,4.35,59.42,70.88,99.28,GOOD
S3658,Dharani,78.19,2.87,45.67,81.2,21.87,AVERAGE
S3659,Chetan,71.28,1.66,80.62,74.51,94.74,GOOD
S3660,Rahul,63.63,3.94,59.74,76.85,40.87,AVERAGE
S3661,Malar,63.93,2.6,59.54,53.14,49.83,AVERAGE
S3662,Avinash,99.61,2.42,67.28,96.08,52.39,GOOD
S3663,Sanjay,96.18,3.39,54.56,66.86,24.18,AVERAGE
S3664,Dhanush,53.79,3.6,95.3,95.21,23.89,GOOD
S3665,Swathi,82.83,4.51,90.82,88.42,37.6,GOOD
S3666,Harish,72.84,3.46,99.47,83.2,74.52,GOOD
S3667,Yogesh,84.44,3.67,97.87,67.61,70.08,GOOD
S3668,Aman,79.85,3.85,58.87,41.36,99.76,AVERAGE
S3669,Yogesh,94.46,5.64,62.84,58.91,8.84,AVERAGE
S3670,Muthu,53.35,1.51,81.9,79.89,75.93,AVERAGE
S3671,Ramya,67.48,4.32,40.95,59.84,19.49,AVERAGE
S3672,Ramya,99.27,1.19,99.63,45.95,51.1,GOOD
S3673,Deepika,59.11,2.3,40.65,71.07,19.64,AT RISK
S3674,Varsha,56.37,4.95,71.89,49.27,93.61,AVERAGE
S3675,Vikram,86.45,2.81,80.12,58.37,50.72,AVERAGE
S3676,Yogesh,88.87,1.13,94.85,70.11,46.95,GOOD
S3677,Reshma,83.61,3.57,78.65,46.98,30.74,AVERAGE
S3678,Vignesh,88.81,3.19,75.82,46.75,44.9,AVERAGE
S3679,Naveen,84.69,5.63,58.02,52.61,11.07,AVERAGE
S3680,Arnav,56.79,5.71,75.46,75.51,68.42,GOOD
S3681,Arjun,80.41,2.39,84.98,95.99,57.07,GOOD
S3682,Neha,88.84,5.1,70.94,54.34,9.96,AVERAGE
S3683,Pavithra,93.28,3.57,86.78,83.19,10.24,GOOD
S3684,Shreya,62.31,3.7,44.18,51.36,29.3,AT RISK
S3685,Sameer,56.37,1.57,60.12,78.13,47.31,AVERAGE
S3686,Harish,89.05,5.18,97.59,48.26,22.27,GOOD
S3687,Vedant,62.83,4.03,59.41,90.72,13.13,AVERAGE
S3688,Anirudh,51.6,5.78,77.31,84.55,9.63,AVERAGE
S3689,Darshan,91.26,4.91,71.19,80.84,30.51,GOOD
S3690,Jeeva,75.3,3.33,96.2,40.88,62.96,GOOD
S3691,Yash,66.33,5.29,49.77,90.18,67.84,AVERAGE
S3692,Shivani,50.57,2.59,57.96,49.05,28.29,AT RISK
S3693,Priya,51.77,5.31,91.74,72.01,44.06,GOOD
S3694,Varsha,89.63,1.58,79.97,86.6,62.85,GOOD
S3695,Nandini,74.49,2.68,72.58,77.9,36,AVERAGE
S3696,Aryan,57.49,5.34,63.69,89.14,97.86,GOOD
S3697,Pranav,67.93,1.12,64.68,82.53,69.27,AVERAGE
S3698,Aryan,58.27,5.34,96.1,85.36,57.84,GOOD
S3699,Arnav,55.64,1.2,80.26,57.93,49.79,AVERAGE
S3700,Sahana,63.82,4.29,95.75,62.75,49.19,GOOD
S3701,Muthu,77.48,4.19,98.33,70.09,29.17,GOOD
S3702,Divya,60.5,1.29,72.82,75.17,7.72,AVERAGE
S3703,Preethi,67.18,5.19,76.59,81.5,83.79,GOOD
S3704,Akshara,73.9,1.43,79.38,73.33,90.54,GOOD
S3705,Karthik,71,5.26,90.35,82.63,97.45,GOOD
S3706,Hari,56.43,5.92,79.54,49.05,40.4,AVERAGE
S3707,Keerthi,51.94,4.36,46.88,63.68,94.64,AVERAGE
S3708,Kavin,51.77,5.65,96.55,94.8,70.24,GOOD
S3709,Reshma,67.51,4.13,79.66,53.02,42.21,AVERAGE
S3710,Akshara,85.94,5.91,92.2,48.62,91.85,GOOD
S3711,Aarohi,56.56,4.98,65.48,84.69,96.85,GOOD
S3712,Vasanth,89.35,4.4,68.48,51.67,53.39,AVERAGE
S3713,Srinivas,85.78,5.94,81.33,67.46,77.96,GOOD
S3714,Shreya,50.2,3.42,86.58,82.71,77.66,GOOD
S3715,Rohan,51.34,3.42,44.71,69.09,60.88,AVERAGE
S3716,Rahul,59.75,5.26,64.44,94.09,42.28,AVERAGE
S3717,Harini,52.81,4.37,86.19,92.69,13.43,AVERAGE
S3718,Vignesh,76.57,1.72,99.53,70.18,99.8,GOOD
S3719,Chetan,51.98,2.54,40.7,97.65,7.17,AVERAGE
S3720,Anjali,90.13,3.92,55.89,57.51,13.49,AVERAGE
S3721,Charan,74.65,1.08,67.89,54.03,37.48,AVERAGE
S3722,Arnav,86.4,3.55,53.38,80.21,39.85,AVERAGE
S3723,Naveen,87.54,2.17,41.62,74.37,26.72,AVERAGE
S3724,Muthu,75.34,2.18,72.37,55.07,7.81,AVERAGE
S3725,Zoya,96.27,5.48,78.96,62.27,89.94,GOOD
S3726,Ashwin,99.51,2.41,64.96,53.98,51.33,AVERAGE
S3727,Aditya,67.96,5.49,62.19,54.22,96.98,GOOD
S3728,Vijay,56.29,3.67,99.14,62.05,87.8,GOOD
S3729,Rohan,68.16,5.64,68.65,95.45,49.4,GOOD
S3730,Yogesh,61.17,4.65,87.88,90.09,38.82,GOOD
S3731,Srinivas,76.55,3.07,57.23,70.75,25.5,AVERAGE
S3732,Varsha,68.92,1.18,89.81,68.67,99.3,GOOD
S3733,Dhanush,74.02,5.46,89.42,41.89,60.51,GOOD
S3734,Rakesh,88.16,4.54,56.06,67.74,84.07,GOOD
S3735,Ashwin,63.7,1.67,79.35,77.43,98.47,GOOD
S3736,Vignesh,76.87,5.68,80.92,86.72,22.39,GOOD
S3737,Deepika,66.76,3.44,66.56,61.36,92.48,AVERAGE
S3738,Sanjay,89.25,1.15,86.43,95.16,79.45,GOOD
S3739,Meera,81.98,2.48,58.41,90.41,45.46,AVERAGE
S3740,Deepika,50.43,5.3,69.06,44.93,94.88,AVERAGE
S3741,Ananya,83,3.1,99.41,94.18,58.99,GOOD
S3742,Sneha,58.51,5.04,50.72,53.37,39.37,AVERAGE
S3743,Vasanth,86.22,3.01,48.87,95.4,15.99,AVERAGE
S3744,Dev,78.37,1.67,48.53,77.84,72.79,AVERAGE
S3745,Pooja,70.07,1.97,99.89,64.72,77.4,GOOD
S3746,Divya,84.7,5.41,49.59,66.19,20.69,AVERAGE
S3747,Nithin,92.83,1.91,51.41,73.77,37.18,AVERAGE
S3748,Pranav,88.94,5.68,81.69,90.63,5.5,GOOD
S3749,Anusha,77.27,2.44,85.57,90.22,55.73,GOOD
S3750,Harish,86.13,5.86,71.62,64.89,60.01,GOOD
S3751,Amrita,70.7,1.48,98.96,90.94,84.83,GOOD
S3752,Vijay,89.45,3.74,42.33,68.32,2.62,AVERAGE
S3753,Bharath,91.45,1.18,77.25,65.05,11.96,AVERAGE
S3754,Gayathri,56.86,2.28,76.39,54.6,3.16,AVERAGE
S3755,Reshma,61.9,5.28,59.27,89.68,94.44,GOOD
S3756,Sahana,63.5,1.94,93.97,77.2,51.29,GOOD
S3757,Anirudh,58.3,5.46,73.17,65.87,24.6,AVERAGE
S3758,Mohan,69.63,3.95,54.78,79.74,1.91,AVERAGE
S3759,Priya,59.65,4.63,45.3,91.66,9.65,AVERAGE
S3760,Ashwin,79.78,2.8,46.43,51.87,72.02,AVERAGE
S3761,Rahul,55.08,5.92,93.84,63.55,48.03,GOOD
S3762,Nandini,63.5,5.13,55.02,62.82,73.44,AVERAGE
S3763,Abhinav,83.28,5.56,94.42,44.56,26.52,GOOD
S3764,Diya,69.93,1.73,47.21,60.04,43.95,AVERAGE
S3765,Swathi,71.07,2.33,99.04,85.71,62.39,GOOD
S3766,Nandini,89.9,5.2,90,55.2,21.23,GOOD
S3767,Gayathri,99.23,4.35,46.97,88.65,28.75,AVERAGE
S3768,Sakshi,78.25,2.92,45.16,97.32,14.16,AVERAGE
S3769,Vidya,53.95,3.32,88.21,53.44,71.18,AVERAGE
S3770,Charan,55.15,3.19,44.68,64.58,58.23,AVERAGE
S3771,Aditya,98.43,3.79,55.73,47.88,44.47,AVERAGE
S3772,Diya,83.96,3.45,88.07,81.53,56.73,GOOD
S3773,Hari,87.62,3.27,94.45,68.93,16.98,GOOD
S3774,Tanvi,83.79,2.64,86.06,75.32,81.29,GOOD
S3775,Keerthi,58.98,3.24,93.39,86.72,75.55,GOOD
S3776,Srinivas,72.42,1.89,73.59,86.57,18.2,AVERAGE
S3777,Shankar,89.9,1.95,86.78,70.96,88.57,GOOD
S3778,Neha,93.32,4.44,60.65,92.94,39.4,GOOD
S3779,Aditya,61.87,5.82,87.11,95.92,46.36,GOOD
S3780,Krishna,79.8,2.06,80.78,77.84,53.13,GOOD
S3781,Varsha,57.86,5.56,74.49,42.3,79.29,AVERAGE
S3782,Mahesh,97.91,4.13,99.54,86.56,16.4,GOOD
S3783,Preethi,62.61,5.76,68.19,93.52,26.5,AVERAGE
S3784,Shivani,86.33,2.98,77.15,73.4,93.64,GOOD
S3785,Arnav,61.56,4.45,70.59,82.02,93.78,GOOD
S3786,Karthik,80.8,3.72,55.63,61.36,80.9,AVERAGE
S3787,Akash,82.96,5.89,59.82,70.13,16.84,AVERAGE
S3788,Aarav,66.42,1.3,98.73,87.89,59.5,GOOD
S3789,Preethi,90.94,1.29,63.53,92.56,44.6,AVERAGE
S3790,Varsha,94.27,5.32,80.76,46.91,8.07,AVERAGE
S3791,Bhavya,92.75,1.27,74.03,41.03,7.55,AVERAGE
S3792,Jeeva,66.54,5.54,93.39,62.42,85.68,GOOD
S3793,Swathi,87.22,1.47,85.46,63.46,9.05,AVERAGE
S3794,Akshara,77.97,1.56,44.84,86.4,27.14,AVERAGE
S3795,Shivani,79.63,2.65,61.33,40.52,15.07,AVERAGE
S3796,Reshma,73.87,4.63,82.71,85.84,57.51,GOOD
S3797,Vedant,80.01,3.88,49.68,72.18,76,AVERAGE
S3798,Hari,56.78,5.54,70.21,81.87,26.52,AVERAGE
S3799,Nikhil,70.44,4.15,59.07,70.56,78.2,AVERAGE
S3800,Muthu,58.88,3.98,43.89,87.44,17.5,AVERAGE
S3801,Rakesh,64.01,3.85,99.83,66.22,35.67,GOOD
S3802,Darshan,56.39,3.03,95.76,60.75,24.29,AVERAGE
S3803,Akshara,60.62,4.2,84.85,78.19,45.43,GOOD
S3804,Deepak,89.1,5.87,52.06,66.67,98.1,GOOD
S3805,Yogesh,77.49,5.86,99.31,58.21,73.68,GOOD
S3806,Karthik,51.18,1.55,77.85,94.81,20.58,AVERAGE
S3807,Krishna,89.43,3.28,97.96,83.4,96.64,EXCELLENT
S3808,Muthu,95.47,3.96,42.55,51.81,68.13,AVERAGE
S3809,Deepika,94.02,4.58,50.41,84.41,45.42,AVERAGE
S3810,Sneha,91.15,2.5,80.63,55.14,91.63,GOOD
S3811,Karthik,99.61,5.91,94.43,65.88,76.28,EXCELLENT
S3812,Dev,79.32,3.08,50.55,53.05,72.92,AVERAGE
S3813,Yogesh,98.13,2.43,59.03,46.8,20.09,AVERAGE
S3814,Dev,97.44,4.9,75.29,63.94,12.8,AVERAGE
S3815,Ananya,65.66,3.94,99.98,73.3,86.56,GOOD
S3816,Dharani,93.17,5.52,87.98,58.13,68.02,GOOD
S3817,Ravi,89.62,1.53,95.41,44.5,81.72,GOOD
S3818,Aryan,88.79,1.27,80.5,54.98,76.58,GOOD
S3819,Hari,94.81,5.72,92.64,54.74,90.31,EXCELLENT
S3820,Tanvi,69.21,3.23,70.42,75.45,37.55,AVERAGE
S3821,Preethi,70,2.08,47.45,56.93,35.02,AVERAGE
S3822,Aryan,82,4.72,82.57,72.03,23.69,GOOD
S3823,Anusha,86.89,5.99,76.09,68.22,10.54,AVERAGE
S3824,Zoya,93.99,5.99,69.12,55.98,48.29,GOOD
S3825,Rajesh,93.79,5.82,56.5,84.47,49.82,GOOD
S3826,Nandini,86.07,1.78,87.05,80.06,11.45,AVERAGE
S3827,Vasanth,97.84,5.25,89.22,80.82,60.35,EXCELLENT
S3828,Anjali,58.93,1.62,61.85,66.01,36.34,AVERAGE
S3829,Aryan,97.52,2.78,95.67,59,45.62,GOOD
S3830,Surya,53.21,1.89,62.18,75.44,51,AVERAGE
S3831,Muthu,77.78,2.78,46.45,97.55,31.05,AVERAGE
S3832,Keerthi,54.51,2.24,49.99,66.04,68.51,AVERAGE
S3833,Tanvi,78.4,5.48,69.67,79.92,50.99,GOOD
S3834,Neha,69.51,5.94,44.79,66.54,44.14,AVERAGE
S3835,Tanvi,54.08,1.87,83.1,95.96,40.96,AVERAGE
S3836,Yogesh,82.41,1.65,87.71,55.88,2.37,AVERAGE
S3837,Sanjana,86.56,1.82,72.97,67.5,77.12,GOOD
S3838,Dhanush,58.71,3.83,93.6,69.62,96.65,GOOD
S3839,Anusha,84.72,5.41,97.26,83.72,13.1,GOOD
S3840,Rahul,58.95,4.73,66.85,83.28,28.94,AVERAGE
S3841,Hari,56.87,3.11,45.35,84.37,84.69,AVERAGE
S3842,Mahesh,57.37,5.8,53.88,83.98,70.87,AVERAGE
S3843,Sameer,79.95,3.69,79.46,68.19,31.24,AVERAGE
S3844,Riya,88.94,4.92,64.35,49.33,64.95,AVERAGE
S3845,Riya,79.84,3.5,81.1,92.23,91.72,GOOD
S3846,Ravi,90.47,4.33,80,59.49,21.97,AVERAGE
S3847,Neha,79.57,2.88,76.32,46.62,67.96,AVERAGE
S3848,Jatin,89.87,1.26,49.47,47.73,81.2,AVERAGE
S3849,Nandini,98.83,4.06,57.15,69.69,9.53,AVERAGE
S3850,Dev,69.55,2.44,62.67,65.56,93.45,AVERAGE
S3851,Nikhil,57.5,3.75,89.47,79.81,95.93,GOOD
S3852,Arnav,56.77,4.26,80.93,76.71,73.31,GOOD
S3853,Amrita,79.87,3.26,78.7,46.44,51.56,AVERAGE
S3854,Jeeva,77.36,1.79,80.33,57.8,60.4,AVERAGE
S3855,Aman,59.21,5.03,70.19,93.78,64.84,GOOD
S3856,Vedant,94.11,1.86,42.38,86,15.41,AVERAGE
S3857,Malar,97.84,1.65,52.07,92.23,29.49,AVERAGE
S3858,Jeeva,62.66,2.59,48.42,41.32,10.09,AT RISK
S3859,Rakesh,60.34,1.29,43.84,94.73,37.05,AVERAGE
S3860,Dev,60.7,2.77,59.17,91.66,74.51,AVERAGE
S3861,Varsha,69.37,4.79,87.26,67.14,88.55,GOOD
S3862,Preethi,92.66,4.95,46.91,80.42,37.13,AVERAGE
S3863,Zoya,79.8,3.28,46.69,56.32,61.61,AVERAGE
S3864,Amrita,53.38,1.92,47.46,79.52,59.48,AVERAGE
S3865,Abhinav,73.65,5.87,56.19,87.93,47.25,AVERAGE
S3866,Krishna,54.52,5.12,52.13,69.01,69.42,AVERAGE
S3867,Bhavya,70.31,1.03,40.84,41.7,15.08,AT RISK
S3868,Ravi,70.18,4.04,56.59,64.98,7.48,AVERAGE
S3869,Diya,82.42,5.73,99.78,83.5,34.8,GOOD
S3870,Karthik,77.47,5.65,60.19,82.23,96.93,GOOD
S3871,Anusha,93.74,3,52.68,69.18,95.31,GOOD
S3872,Pavithra,50.81,4.06,69.74,99.14,63.31,AVERAGE
S3873,Dhanush,88.7,4.08,53.76,47.02,57.87,AVERAGE
S3874,Neha,51.13,4.65,73.58,49.5,63.32,AVERAGE
S3875,Sneha,65.21,5.71,64.04,55.5,42.94,AVERAGE
S3876,Charan,93.98,3.33,93.81,88.21,28.84,GOOD
S3877,Varsha,84.52,1.31,95.68,85.77,0.56,AVERAGE
S3878,Reshma,58.6,4.61,82.78,86.37,1.92,AVERAGE
S3879,Anusha,74.54,5.73,52.94,92.78,97.22,GOOD
S3880,Aditya,86.1,5.35,68.43,66.57,74.46,GOOD
S3881,Gaurav,96.87,1.12,58.33,59.11,69.02,AVERAGE
S3882,Vedant,81.72,5.41,87.9,76.02,84.44,GOOD
S3883,Aditya,51.23,1.74,41.75,64.59,60.69,AVERAGE
S3884,Mohan,74.99,5.89,79.75,71.43,66.76,GOOD
S3885,Bhavya,57.65,4.71,59.39,48.41,79.01,AVERAGE
S3886,Varsha,52.39,1.63,68.86,63.78,12.52,AVERAGE
S3887,Akshara,79.93,1.5,59.38,68.36,18.76,AVERAGE
S3888,Avinash,88.85,2.39,61.89,45.25,55.6,AVERAGE
